Processed At,Invoice Date,Invoice Month,Invoice Number,Document Type,Seller Name,Seller Tax ID,Expense Category,Item #,Line Type,Description,Quantity,Unit Price,Amount,Subtotal,VAT 7%,Grand Total,Image URL,Confidence,Token Used,UID,User
2025-06-19 18:27:58,2025-06-19,202506,INV-2506-0589,Tax Invoice,บางจาก,0105528012345,Travel,1,product,น้ำมันดีเซล,4,41,164,164,11.48,175.48,https://drive.google.com/file/d/sample589,0.93,984,U9876543210,Alice
2025-06-23 10:48:53,2025-06-23,202506,INV-2506-0590,Receipt,แอร์เอเชีย,0105546115112,Travel,1,product,ตั๋วเครื่องบิน,1,440,440,440,30.8,470.8,https://drive.google.com/file/d/sample590,0.96,934,U5555555555,Charlie
2025-06-19 11:38:15,2025-06-19,202506,INV-2506-0591,Receipt,เชลล์,0105533012345,Travel,1,product,น้ำมันเบนซิน,4,502,2008,2008,140.56,2148.56,https://drive.google.com/file/d/sample591,0.95,306,U9876543210,Alice
2025-06-18 19:18:49,2025-06-18,202506,INV-2506-0592,Tax Invoice,สตาร์บัคส์,0105542098765,Food,1,product,พิซซ่า,1,41,41,41,2.87,43.87,https://drive.google.com/file/d/sample592,0.98,226,U5555555555,Charlie
2025-06-16 17:13:22,2025-06-16,202506,INV-2506-0593,Receipt,DTAC,0105536034567,Utilities,1,product,ค่าไฟฟ้า,3,206,618,618,43.26,661.26,https://drive.google.com/file/d/sample593,0.91,803,U9876543210,Alice
2025-06-30 19:02:43,2025-06-30,202506,INV-2506-0594,Tax Invoice,เฟสบุ๊ค,0105554023456,Marketing,1,product,Google Ads,2,510,1020,1020,71.4,1091.4,https://drive.google.com/file/d/sample594,0.86,573,U9876543210,Alice
2025-06-19 15:55:47,2025-06-19,202506,INV-2506-0595,Receipt,ปั๊ม ปตท.,0105530020022,Travel,1,product,ตั๋วเครื่องบิน,4,202,808,808,56.56,864.56,https://drive.google.com/file/d/sample595,0.98,235,U9876543210,Alice
2025-06-20 13:21:15,2025-06-20,202506,INV-2506-0596,Receipt,ทรูมูฟ,0105539026543,Utilities,1,product,ค่าไฟฟ้า,3,236,708,708,49.56,757.56,https://drive.google.com/file/d/sample596,0.89,551,U5555555555,Charlie
2025-06-27 16:44:45,2025-06-27,202506,INV-2506-0597,Tax Invoice,บิ๊กซี,0105538054321,Food,1,product,ซูชิ,1,513,513,513,35.91,548.91,https://drive.google.com/file/d/sample597,0.96,237,U1234567890,Bobby
2025-06-07 17:04:16,2025-06-07,202506,INV-2506-0598,Tax Invoice,ทรูมูฟ,0105539026543,Utilities,1,product,ค่าน้ำ,1,325,325,325,22.75,347.75,https://drive.google.com/file/d/sample598,0.87,285,U9876543210,Alice
2025-06-16 15:06:36,2025-06-16,202506,INV-2506-0599,Tax Invoice,แกร็บฟู้ด,0105558123456,Food,1,product,เบอร์เกอร์,4,36,144,144,10.08,154.08,https://drive.google.com/file/d/sample599,0.87,589,U9876543210,Alice
2025-06-03 11:18:50,2025-06-03,202506,INV-2506-0600,Tax Invoice,โบลท์,0105561067890,Travel,1,product,น้ำมันดีเซล,1,187,187,187,13.09,200.09,https://drive.google.com/file/d/sample600,0.88,511,U1234567890,Bobby
2025-07-13 09:26:00,2025-07-13,202507,INV-2507-0601,Receipt,โฮมโปร,0105540098765,Office,1,product,กระดาษ A4,3,421,1263,1263,88.41,1351.41,https://drive.google.com/file/d/sample601,0.93,612,U5555555555,Charlie
2025-07-23 10:49:19,2025-07-23,202507,INV-2507-0602,Tax Invoice,แอร์เอเชีย,0105546115112,Travel,1,product,น้ำมันเบนซิน,3,79,237,237,16.59,253.59,https://drive.google.com/file/d/sample602,0.86,492,U9876543210,Alice
2025-07-27 09:52:53,2025-07-27,202507,INV-2507-0603,Receipt,DTAC,0105536034567,Utilities,1,product,ค่าอินเทอร์เน็ต,2,330,660,660,46.2,706.2,https://drive.google.com/file/d/sample603,0.92,579,U9876543210,Alice
2025-07-01 12:17:19,2025-07-01,202507,INV-2507-0604,Tax Invoice,โบลท์,0105561067890,Travel,1,product,ตั๋วเครื่องบิน,5,42,210,210,14.7,224.7,https://drive.google.com/file/d/sample604,0.90,553,U1234567890,Bobby
2025-07-19 18:36:27,2025-07-19,202507,INV-2507-0605,Receipt,โลตัส,0105535021234,Office,1,product,หมึกพิมพ์,4,240,960,960,67.2,1027.2,https://drive.google.com/file/d/sample605,0.86,595,U5555555555,Charlie
2025-07-19 17:48:28,2025-07-19,202507,INV-2507-0606,Receipt,โฮมโปร,0105540098765,Office,1,product,เมาส์,3,517,1551,1551,108.57,1659.57,https://drive.google.com/file/d/sample606,0.96,938,U1234567890,Bobby
2025-07-28 10:00:35,2025-07-28,202507,INV-2507-0607,Tax Invoice,ช้อปปี้,0105559034567,Office,1,product,เมาส์,2,443,886,886,62.02,948.02,https://drive.google.com/file/d/sample607,0.86,316,U1234567890,Bobby
2025-07-16 11:08:50,2025-07-16,202507,INV-2507-0608,Receipt,MK สุกี้,0105532045678,Food,1,product,ข้าวหน้าเนื้อ,2,270,540,540,37.8,577.8,https://drive.google.com/file/d/sample608,0.89,687,U9876543210,Alice
2025-07-03 14:27:01,2025-07-03,202507,INV-2507-0609,Receipt,บางจาก,0105528012345,Travel,1,product,ตั๋วเครื่องบิน,5,487,2435,2435,170.45,2605.45,https://drive.google.com/file/d/sample609,0.98,294,U9876543210,Alice
2025-07-28 11:17:32,2025-07-28,202507,INV-2507-0610,Receipt,เน็ตฟลิกซ์,0105557078901,Other,1,product,ค่าบริการ,3,98,294,294,20.58,314.58,https://drive.google.com/file/d/sample610,0.93,666,U1234567890,Bobby
2025-07-18 15:10:16,2025-07-18,202507,INV-2507-0611,Receipt,สตาร์บัคส์,0105542098765,Food,1,product,ขนมปัง,2,370,740,740,51.8,791.8,https://drive.google.com/file/d/sample611,0.92,813,U5555555555,Charlie
2025-07-25 19:42:49,2025-07-25,202507,INV-2507-0612,Receipt,สตาร์บัคส์,0105542098765,Food,1,product,เบอร์เกอร์,5,276,1380,1380,96.6,1476.6,https://drive.google.com/file/d/sample612,0.92,720,U5555555555,Charlie
2025-07-25 17:33:57,2025-07-25,202507,INV-2507-0613,Receipt,การไฟฟ้านครหลวง,0994000165456,Utilities,1,product,ค่าโทรศัพท์,1,66,66,66,4.62,70.62,https://drive.google.com/file/d/sample613,0.98,572,U5555555555,Charlie
2025-07-11 14:31:07,2025-07-11,202507,INV-2507-0614,Receipt,อิเกีย,0105548023456,Office,1,product,กระดาษ A4,5,204,1020,1020,71.4,1091.4,https://drive.google.com/file/d/sample614,0.98,861,U5555555555,Charlie
2025-07-18 08:53:40,2025-07-18,202507,INV-2507-0615,Tax Invoice,เฟสบุ๊ค,0105554023456,Marketing,1,product,Google Ads,4,29,116,116,8.12,124.12,https://drive.google.com/file/d/sample615,0.97,964,U1234567890,Bobby
2025-07-19 18:59:28,2025-07-19,202507,INV-2507-0616,Receipt,บางจาก,0105528012345,Travel,1,product,ค่าแท็กซี่,2,332,664,664,46.48,710.48,https://drive.google.com/file/d/sample616,0.85,470,U5555555555,Charlie
2025-07-25 15:30:20,2025-07-25,202507,INV-2507-0617,Tax Invoice,DTAC,0105536034567,Utilities,1,product,ค่าไฟฟ้า,1,206,206,206,14.42,220.42,https://drive.google.com/file/d/sample617,0.87,409,U1234567890,Bobby
2025-07-06 15:34:17,2025-07-06,202507,INV-2507-0618,Tax Invoice,ปั๊ม ปตท.,0105530020022,Travel,1,product,ค่าทางด่วน,4,99,396,396,27.72,423.72,https://drive.google.com/file/d/sample618,0.85,381,U9876543210,Alice
2025-07-31 09:15:48,2025-07-31,202507,INV-2507-0619,Receipt,MK สุกี้,0105532045678,Food,1,product,กาแฟสด,3,241,723,723,50.61,773.61,https://drive.google.com/file/d/sample619,0.89,918,U5555555555,Charlie
2025-07-26 09:41:24,2025-07-26,202507,INV-2507-0620,Receipt,เชลล์,0105533012345,Travel,1,product,น้ำมันเบนซิน,2,403,806,806,56.42,862.42,https://drive.google.com/file/d/sample620,0.89,263,U5555555555,Charlie
2025-07-28 14:30:45,2025-07-28,202507,INV-2507-0621,Tax Invoice,การไฟฟ้านครหลวง,0994000165456,Utilities,1,product,ค่าโทรศัพท์,2,426,852,852,59.64,911.64,https://drive.google.com/file/d/sample621,0.97,432,U5555555555,Charlie
2025-07-09 15:58:40,2025-07-09,202507,INV-2507-0622,Tax Invoice,กูเกิ้ล,0105552012345,Marketing,1,product,Facebook Ads,5,103,515,515,36.05,551.05,https://drive.google.com/file/d/sample622,0.87,519,U9876543210,Alice
2025-07-08 15:52:34,2025-07-08,202507,INV-2507-0623,Tax Invoice,AIS,0105534123789,Utilities,1,product,ค่าไฟฟ้า,3,125,375,375,26.25,401.25,https://drive.google.com/file/d/sample623,0.86,222,U9876543210,Alice
2025-07-18 08:53:14,2025-07-18,202507,INV-2507-0624,Tax Invoice,7-Eleven สาขาสีลม,0105556170046,Food,1,product,ก๋วยเตี๋ยว,4,327,1308,1308,91.56,1399.56,https://drive.google.com/file/d/sample624,0.90,217,U9876543210,Alice
2025-07-13 08:16:24,2025-07-13,202507,INV-2507-0625,Receipt,ปั๊ม ปตท.,0105530020022,Travel,1,product,ค่าทางด่วน,2,177,354,354,24.78,378.78,https://drive.google.com/file/d/sample625,0.92,889,U9876543210,Alice
2025-07-09 08:50:27,2025-07-09,202507,INV-2507-0626,Receipt,แกร็บฟู้ด,0105558123456,Food,1,product,ซูชิ,4,146,584,584,40.88,624.88,https://drive.google.com/file/d/sample626,0.88,873,U9876543210,Alice
2025-07-19 19:46:46,2025-07-19,202507,INV-2507-0627,Tax Invoice,MK สุกี้,0105532045678,Food,1,product,ขนมปัง,4,367,1468,1468,102.76,1570.76,https://drive.google.com/file/d/sample627,0.90,284,U5555555555,Charlie
2025-07-31 10:13:36,2025-07-31,202507,INV-2507-0628,Tax Invoice,การไฟฟ้านครหลวง,0994000165456,Utilities,1,product,ค่าโทรศัพท์,3,263,789,789,55.23,844.23,https://drive.google.com/file/d/sample628,0.98,613,U9876543210,Alice
2025-07-17 19:23:05,2025-07-17,202507,INV-2507-0629,Receipt,แกร็บฟู้ด,0105558123456,Food,1,product,ข้าวกระเพราไก่,4,212,848,848,59.36,907.36,https://drive.google.com/file/d/sample629,0.97,582,U9876543210,Alice
2025-07-21 13:53:37,2025-07-21,202507,INV-2507-0630,Receipt,ช้อปปี้,0105559034567,Office,1,product,เมาส์,5,298,1490,1490,104.3,1594.3,https://drive.google.com/file/d/sample630,0.86,683,U5555555555,Charlie
2025-07-22 17:21:14,2025-07-22,202507,INV-2507-0631,Tax Invoice,โลตัส,0105535021234,Office,1,product,กระดาษ A4,2,447,894,894,62.58,956.58,https://drive.google.com/file/d/sample631,0.93,823,U5555555555,Charlie
2025-07-23 16:08:11,2025-07-23,202507,INV-2507-0632,Receipt,การไฟฟ้านครหลวง,0994000165456,Utilities,1,product,ค่าอินเทอร์เน็ต,4,488,1952,1952,136.64,2088.64,https://drive.google.com/file/d/sample632,0.92,691,U9876543210,Alice
2025-07-28 11:02:37,2025-07-28,202507,INV-2507-0633,Receipt,DTAC,0105536034567,Utilities,1,product,ค่าอินเทอร์เน็ต,1,357,357,357,24.99,381.99,https://drive.google.com/file/d/sample633,0.89,543,U1234567890,Bobby
2025-07-08 14:53:50,2025-07-08,202507,INV-2507-0634,Receipt,AIS,0105534123789,Utilities,1,product,ค่าโทรศัพท์,2,116,232,232,16.24,248.24,https://drive.google.com/file/d/sample634,0.90,967,U9876543210,Alice
2025-07-17 19:18:48,2025-07-17,202507,INV-2507-0635,Receipt,บางจาก,0105528012345,Travel,1,product,น้ำมันเบนซิน,1,242,242,242,16.94,258.94,https://drive.google.com/file/d/sample635,0.95,876,U1234567890,Bobby
2025-07-25 13:50:20,2025-07-25,202507,INV-2507-0636,Receipt,เน็ตฟลิกซ์,0105557078901,Other,1,product,ค่าประกัน,4,374,1496,1496,104.72,1600.72,https://drive.google.com/file/d/sample636,0.96,310,U5555555555,Charlie
2025-07-05 11:40:57,2025-07-05,202507,INV-2507-0637,Receipt,เชลล์,0105533012345,Travel,1,product,ตั๋วเครื่องบิน,2,91,182,182,12.74,194.74,https://drive.google.com/file/d/sample637,0.88,756,U1234567890,Bobby
2025-07-25 17:29:14,2025-07-25,202507,INV-2507-0638,Tax Invoice,โบลท์,0105561067890,Travel,1,product,ค่าแท็กซี่,3,488,1464,1464,102.48,1566.48,https://drive.google.com/file/d/sample638,0.91,623,U5555555555,Charlie
2025-07-04 12:46:04,2025-07-04,202507,INV-2507-0639,Tax Invoice,โบลท์,0105561067890,Travel,1,product,ค่าแท็กซี่,1,515,515,515,36.05,551.05,https://drive.google.com/file/d/sample639,0.89,960,U9876543210,Alice
2025-07-10 13:47:21,2025-07-10,202507,INV-2507-0640,Tax Invoice,โฮมโปร,0105540098765,Office,1,product,เก้าอี้สำนักงาน,2,170,340,340,23.8,363.8,https://drive.google.com/file/d/sample640,0.88,522,U5555555555,Charlie
2025-07-01 15:31:29,2025-07-01,202507,INV-2507-0641,Tax Invoice,DTAC,0105536034567,Utilities,1,product,ค่าโทรศัพท์,4,323,1292,1292,90.44,1382.44,https://drive.google.com/file/d/sample641,0.90,663,U5555555555,Charlie
2025-07-08 08:51:35,2025-07-08,202507,INV-2507-0642,Tax Invoice,การไฟฟ้านครหลวง,0994000165456,Utilities,1,product,ค่าอินเทอร์เน็ต,1,313,313,313,21.91,334.91,https://drive.google.com/file/d/sample642,0.94,570,U5555555555,Charlie
2025-07-03 14:41:55,2025-07-03,202507,INV-2507-0643,Receipt,ทรูมูฟ,0105539026543,Utilities,1,product,ค่าโทรศัพท์,1,249,249,249,17.43,266.43,https://drive.google.com/file/d/sample643,0.94,324,U5555555555,Charlie
2025-07-16 09:46:45,2025-07-16,202507,INV-2507-0644,Tax Invoice,โลตัส,0105535021234,Office,1,product,กระดาษ A4,5,241,1205,1205,84.35,1289.35,https://drive.google.com/file/d/sample644,0.91,814,U9876543210,Alice
2025-07-12 09:42:10,2025-07-12,202507,INV-2507-0645,Tax Invoice,โฮมโปร,0105540098765,Office,1,product,หมึกพิมพ์,2,339,678,678,47.46,725.46,https://drive.google.com/file/d/sample645,0.96,913,U5555555555,Charlie
2025-07-04 08:33:07,2025-07-04,202507,INV-2507-0646,Tax Invoice,KFC,0105536078901,Food,1,product,พิซซ่า,5,400,2000,2000,140,2140,https://drive.google.com/file/d/sample646,0.95,965,U5555555555,Charlie
2025-07-03 17:39:30,2025-07-03,202507,INV-2507-0647,Receipt,ทรูมูฟ,0105539026543,Utilities,1,product,ค่าไฟฟ้า,5,81,405,405,28.35,433.35,https://drive.google.com/file/d/sample647,0.86,326,U9876543210,Alice
2025-07-30 17:03:03,2025-07-30,202507,INV-2507-0648,Receipt,บิ๊กซี,0105538054321,Food,1,product,ข้าวกระเพราไก่,5,80,400,400,28,428,https://drive.google.com/file/d/sample648,0.97,227,U1234567890,Bobby
2025-07-16 19:00:40,2025-07-16,202507,INV-2507-0649,Tax Invoice,ทรูมูฟ,0105539026543,Utilities,1,product,ค่าไฟฟ้า,3,220,660,660,46.2,706.2,https://drive.google.com/file/d/sample649,0.86,670,U1234567890,Bobby
2025-07-19 16:47:21,2025-07-19,202507,INV-2507-0650,Tax Invoice,เน็ตฟลิกซ์,0105557078901,Other,1,product,ค่าประกัน,3,306,918,918,64.26,982.26,https://drive.google.com/file/d/sample650,0.87,737,U9876543210,Alice
2025-07-16 17:28:22,2025-07-16,202507,INV-2507-0651,Tax Invoice,เน็ตฟลิกซ์,0105557078901,Other,1,product,สมาชิกรายเดือน,2,161,322,322,22.54,344.54,https://drive.google.com/file/d/sample651,0.89,559,U5555555555,Charlie
2025-07-31 18:39:37,2025-07-31,202507,INV-2507-0652,Tax Invoice,แมคโดนัลด์,0105537045678,Food,1,product,กาแฟสด,5,398,1990,1990,139.3,2129.3,https://drive.google.com/file/d/sample652,0.95,321,U9876543210,Alice
2025-07-28 08:21:29,2025-07-28,202507,INV-2507-0653,Receipt,DTAC,0105536034567,Utilities,1,product,ค่าโทรศัพท์,2,117,234,234,16.38,250.38,https://drive.google.com/file/d/sample653,0.95,547,U9876543210,Alice
2025-07-16 12:53:55,2025-07-16,202507,INV-2507-0654,Receipt,แกร็บฟู้ด,0105558123456,Food,1,product,ซูชิ,5,423,2115,2115,148.05,2263.05,https://drive.google.com/file/d/sample654,0.89,635,U5555555555,Charlie
2025-07-15 08:26:47,2025-07-15,202507,INV-2507-0655,Receipt,DTAC,0105536034567,Utilities,1,product,ค่าน้ำ,2,143,286,286,20.02,306.02,https://drive.google.com/file/d/sample655,0.87,672,U1234567890,Bobby
2025-07-11 12:39:38,2025-07-11,202507,INV-2507-0656,Receipt,DTAC,0105536034567,Utilities,1,product,ค่าอินเทอร์เน็ต,4,481,1924,1924,134.68,2058.68,https://drive.google.com/file/d/sample656,0.97,800,U5555555555,Charlie
2025-07-22 09:28:10,2025-07-22,202507,INV-2507-0657,Receipt,7-Eleven สาขาสีลม,0105556170046,Food,1,product,ไก่ทอด,2,436,872,872,61.04,933.04,https://drive.google.com/file/d/sample657,0.98,646,U9876543210,Alice
2025-07-26 11:16:16,2025-07-26,202507,INV-2507-0658,Tax Invoice,การไฟฟ้านครหลวง,0994000165456,Utilities,1,product,ค่าไฟฟ้า,2,462,924,924,64.68,988.68,https://drive.google.com/file/d/sample658,0.96,943,U5555555555,Charlie
2025-07-15 15:24:17,2025-07-15,202507,INV-2507-0659,Receipt,โบลท์,0105561067890,Travel,1,product,น้ำมันดีเซล,3,172,516,516,36.12,552.12,https://drive.google.com/file/d/sample659,0.87,671,U5555555555,Charlie
2025-07-02 08:34:07,2025-07-02,202507,INV-2507-0660,Receipt,เชลล์,0105533012345,Travel,1,product,น้ำมันเบนซิน,5,320,1600,1600,112,1712,https://drive.google.com/file/d/sample660,0.89,576,U1234567890,Bobby
2025-07-08 09:48:39,2025-07-08,202507,INV-2507-0661,Tax Invoice,ทรูมูฟ,0105539026543,Utilities,1,product,ค่าไฟฟ้า,4,444,1776,1776,124.32,1900.32,https://drive.google.com/file/d/sample661,0.95,279,U5555555555,Charlie
2025-07-12 14:43:41,2025-07-12,202507,INV-2507-0662,Tax Invoice,กูเกิ้ล,0105552012345,Marketing,1,product,Google Ads,1,469,469,469,32.83,501.83,https://drive.google.com/file/d/sample662,0.98,490,U1234567890,Bobby
2025-07-11 19:40:00,2025-07-11,202507,INV-2507-0663,Receipt,ไมโครซอฟท์,0105548012345,Office,1,product,หมึกพิมพ์,5,403,2015,2015,141.05,2156.05,https://drive.google.com/file/d/sample663,0.94,609,U9876543210,Alice
2025-07-28 18:48:46,2025-07-28,202507,INV-2507-0664,Tax Invoice,บางจาก,0105528012345,Travel,1,product,ค่าแท็กซี่,3,192,576,576,40.32,616.32,https://drive.google.com/file/d/sample664,0.86,254,U5555555555,Charlie
2025-07-26 18:22:58,2025-07-26,202507,INV-2507-0665,Receipt,แกร็บฟู้ด,0105558123456,Food,1,product,สเต็ก,4,382,1528,1528,106.96,1634.96,https://drive.google.com/file/d/sample665,0.96,487,U9876543210,Alice
2025-07-04 14:09:05,2025-07-04,202507,INV-2507-0666,Receipt,7-Eleven สาขาสีลม,0105556170046,Food,1,product,ซูชิ,1,314,314,314,21.98,335.98,https://drive.google.com/file/d/sample666,0.88,728,U9876543210,Alice
2025-07-12 11:28:07,2025-07-12,202507,INV-2507-0667,Tax Invoice,โบลท์,0105561067890,Travel,1,product,ค่าทางด่วน,3,474,1422,1422,99.54,1521.54,https://drive.google.com/file/d/sample667,0.92,462,U1234567890,Bobby
2025-07-24 17:16:07,2025-07-24,202507,INV-2507-0668,Receipt,การไฟฟ้านครหลวง,0994000165456,Utilities,1,product,ค่าอินเทอร์เน็ต,3,238,714,714,49.98,763.98,https://drive.google.com/file/d/sample668,0.96,682,U9876543210,Alice
2025-07-06 09:12:45,2025-07-06,202507,INV-2507-0669,Tax Invoice,ช้อปปี้,0105559034567,Office,1,product,เมาส์,5,105,525,525,36.75,561.75,https://drive.google.com/file/d/sample669,0.96,697,U9876543210,Alice
2025-07-06 17:04:56,2025-07-06,202507,INV-2507-0670,Receipt,บิ๊กซี,0105538054321,Food,1,product,ข้าวกระเพราไก่,2,396,792,792,55.44,847.44,https://drive.google.com/file/d/sample670,0.89,715,U9876543210,Alice
2025-07-26 16:28:27,2025-07-26,202507,INV-2507-0671,Receipt,เชลล์,0105533012345,Travel,1,product,น้ำมันดีเซล,4,127,508,508,35.56,543.56,https://drive.google.com/file/d/sample671,0.86,719,U1234567890,Bobby
2025-07-30 17:57:05,2025-07-30,202507,INV-2507-0672,Receipt,สตาร์บัคส์,0105542098765,Food,1,product,ไก่ทอด,4,433,1732,1732,121.24,1853.24,https://drive.google.com/file/d/sample672,0.89,997,U9876543210,Alice
2025-07-25 13:34:17,2025-07-25,202507,INV-2507-0673,Receipt,เฟสบุ๊ค,0105554023456,Marketing,1,product,Facebook Ads,3,147,441,441,30.87,471.87,https://drive.google.com/file/d/sample673,0.87,956,U9876543210,Alice
2025-07-13 19:36:11,2025-07-13,202507,INV-2507-0674,Tax Invoice,เชลล์,0105533012345,Travel,1,product,ค่าทางด่วน,1,242,242,242,16.94,258.94,https://drive.google.com/file/d/sample674,0.98,426,U9876543210,Alice
2025-07-22 14:30:07,2025-07-22,202507,INV-2507-0675,Tax Invoice,เชลล์,0105533012345,Travel,1,product,ตั๋วเครื่องบิน,2,169,338,338,23.66,361.66,https://drive.google.com/file/d/sample675,0.94,507,U5555555555,Charlie
2025-07-27 09:05:26,2025-07-27,202507,INV-2507-0676,Receipt,ไมโครซอฟท์,0105548012345,Office,1,product,กระดาษ A4,4,246,984,984,68.88,1052.88,https://drive.google.com/file/d/sample676,0.85,365,U5555555555,Charlie
2025-07-10 17:46:22,2025-07-10,202507,INV-2507-0677,Tax Invoice,บางจาก,0105528012345,Travel,1,product,น้ำมันดีเซล,4,357,1428,1428,99.96,1527.96,https://drive.google.com/file/d/sample677,0.98,709,U1234567890,Bobby
2025-07-15 16:58:10,2025-07-15,202507,INV-2507-0678,Receipt,ทรูมูฟ,0105539026543,Utilities,1,product,ค่าไฟฟ้า,2,121,242,242,16.94,258.94,https://drive.google.com/file/d/sample678,0.97,652,U5555555555,Charlie
2025-07-23 12:10:17,2025-07-23,202507,INV-2507-0679,Tax Invoice,บิ๊กซี,0105538054321,Food,1,product,กาแฟสด,1,83,83,83,5.81,88.81,https://drive.google.com/file/d/sample679,0.85,507,U1234567890,Bobby
2025-07-19 15:59:33,2025-07-19,202507,INV-2507-0680,Receipt,ปั๊ม ปตท.,0105530020022,Travel,1,product,น้ำมันเบนซิน,5,110,550,550,38.5,588.5,https://drive.google.com/file/d/sample680,0.85,654,U1234567890,Bobby
2025-07-21 19:50:12,2025-07-21,202507,INV-2507-0681,Tax Invoice,บิ๊กซี,0105538054321,Food,1,product,กาแฟสด,3,255,765,765,53.55,818.55,https://drive.google.com/file/d/sample681,0.90,782,U5555555555,Charlie
2025-07-18 14:06:06,2025-07-18,202507,INV-2507-0682,Tax Invoice,เฟสบุ๊ค,0105554023456,Marketing,1,product,โปสเตอร์,1,187,187,187,13.09,200.09,https://drive.google.com/file/d/sample682,0.91,834,U1234567890,Bobby
2025-07-01 14:47:55,2025-07-01,202507,INV-2507-0683,Receipt,บิ๊กซี,0105538054321,Food,1,product,ก๋วยเตี๋ยว,5,83,415,415,29.05,444.05,https://drive.google.com/file/d/sample683,0.93,374,U9876543210,Alice
2025-07-15 09:06:01,2025-07-15,202507,INV-2507-0684,Receipt,แอร์เอเชีย,0105546115112,Travel,1,product,ค่าแท็กซี่,4,70,280,280,19.6,299.6,https://drive.google.com/file/d/sample684,0.98,420,U9876543210,Alice
2025-07-06 11:31:51,2025-07-06,202507,INV-2507-0685,Tax Invoice,ปั๊ม ปตท.,0105530020022,Travel,1,product,ค่าทางด่วน,1,147,147,147,10.29,157.29,https://drive.google.com/file/d/sample685,0.99,297,U5555555555,Charlie
2025-07-20 13:36:05,2025-07-20,202507,INV-2507-0686,Tax Invoice,KFC,0105536078901,Food,1,product,สเต็ก,2,408,816,816,57.12,873.12,https://drive.google.com/file/d/sample686,0.94,454,U9876543210,Alice
2025-07-24 09:12:14,2025-07-24,202507,INV-2507-0687,Receipt,แกร็บฟู้ด,0105558123456,Food,1,product,ขนมปัง,5,192,960,960,67.2,1027.2,https://drive.google.com/file/d/sample687,0.94,309,U9876543210,Alice
2025-07-24 09:20:47,2025-07-24,202507,INV-2507-0688,Receipt,ไมโครซอฟท์,0105548012345,Office,1,product,เก้าอี้สำนักงาน,2,65,130,130,9.1,139.1,https://drive.google.com/file/d/sample688,0.92,431,U5555555555,Charlie
2025-07-23 17:11:02,2025-07-23,202507,INV-2507-0689,Tax Invoice,กูเกิ้ล,0105552012345,Marketing,1,product,LINE Ads,2,285,570,570,39.9,609.9,https://drive.google.com/file/d/sample689,0.96,530,U1234567890,Bobby
2025-07-21 16:38:45,2025-07-21,202507,INV-2507-0690,Receipt,ลาซาด้า,0105556089012,Office,1,product,เก้าอี้สำนักงาน,4,283,1132,1132,79.24,1211.24,https://drive.google.com/file/d/sample690,0.87,737,U5555555555,Charlie
2025-07-29 10:53:11,2025-07-29,202507,INV-2507-0691,Receipt,โบลท์,0105561067890,Travel,1,product,ค่าทางด่วน,3,353,1059,1059,74.13,1133.13,https://drive.google.com/file/d/sample691,0.99,768,U5555555555,Charlie
2025-07-21 09:17:41,2025-07-21,202507,INV-2507-0692,Tax Invoice,7-Eleven สาขาสีลม,0105556170046,Food,1,product,ก๋วยเตี๋ยว,2,401,802,802,56.14,858.14,https://drive.google.com/file/d/sample692,0.88,945,U1234567890,Bobby
2025-07-31 13:26:54,2025-07-31,202507,INV-2507-0693,Receipt,แอร์เอเชีย,0105546115112,Travel,1,product,น้ำมันเบนซิน,4,268,1072,1072,75.04,1147.04,https://drive.google.com/file/d/sample693,0.95,735,U9876543210,Alice
2025-07-23 14:37:26,2025-07-23,202507,INV-2507-0694,Receipt,กูเกิ้ล,0105552012345,Marketing,1,product,โปสเตอร์,5,504,2520,2520,176.4,2696.4,https://drive.google.com/file/d/sample694,0.97,923,U1234567890,Bobby
2025-07-04 14:31:15,2025-07-04,202507,INV-2507-0695,Receipt,ทรูมูฟ,0105539026543,Utilities,1,product,ค่าไฟฟ้า,4,229,916,916,64.12,980.12,https://drive.google.com/file/d/sample695,0.96,791,U5555555555,Charlie
2025-07-09 10:14:49,2025-07-09,202507,INV-2507-0696,Tax Invoice,MK สุกี้,0105532045678,Food,1,product,ข้าวกระเพราไก่,1,508,508,508,35.56,543.56,https://drive.google.com/file/d/sample696,0.85,431,U1234567890,Bobby
2025-07-25 13:28:32,2025-07-25,202507,INV-2507-0697,Tax Invoice,เฟสบุ๊ค,0105554023456,Marketing,1,product,Google Ads,2,371,742,742,51.94,793.94,https://drive.google.com/file/d/sample697,0.93,682,U1234567890,Bobby
2025-07-17 10:25:27,2025-07-17,202507,INV-2507-0698,Receipt,DTAC,0105536034567,Utilities,1,product,ค่าอินเทอร์เน็ต,2,517,1034,1034,72.38,1106.38,https://drive.google.com/file/d/sample698,0.94,885,U9876543210,Alice
2025-07-30 18:52:24,2025-07-30,202507,INV-2507-0699,Receipt,ทรูมูฟ,0105539026543,Utilities,1,product,ค่าน้ำ,1,228,228,228,15.96,243.96,https://drive.google.com/file/d/sample699,0.85,285,U9876543210,Alice
2025-07-02 09:47:24,2025-07-02,202507,INV-2507-0700,Tax Invoice,โฮมโปร,0105540098765,Office,1,product,เมาส์,3,383,1149,1149,80.43,1229.43,https://drive.google.com/file/d/sample700,0.90,422,U5555555555,Charlie
